sample_index,utc_time,utc_datetime,elapsed_min,elapsed_h,dt_s,session_id,trial_id,split,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,total_flow,valid_for_model,uninformative_flat_ph_trial,total_buffer_mol_l,ph_equilibrium_charge_balance,cumulative_transport_volume_ml,transport_delayed_volume_coordinate_ml,theta_transport_s,ph_equilibrium_transport_delayed,prediction_equilibrium_baseline,residual_equilibrium_baseline,prediction_static_calibrated,residual_static_calibrated,prediction_transport_delay_calibrated,residual_transport_delay_calibrated,prediction_transport_delay_dynamic,residual_transport_delay_dynamic
572,2026-05-14T19:28:48.431Z,2026-05-14 19:28:48.431000+00:00,4302.677066666667,71.71128444444444,70.02,4,32,train,16,3,4.509528160095215,4.943986892700195,7.945857048034668,3.8179502487182617,16.707794189453125,True,False,0.0771486875800256,4.966320716211838,66.4787710040232,66.01150028545621,1.6780337844786977,4.966022106067962,4.966320716211838,-0.45679255611662306,4.506457061363877,0.00307109873133804,4.510474407174327,-0.0009462470791117283,4.510255579513276,-0.0007274194180615368
573,2026-05-14T19:29:58.502Z,2026-05-14 19:29:58.502000+00:00,4303.844916666667,71.73074861111111,70.071,4,32,train,16,4,3.7811880111694336,9.342967987060549,2.21350622177124,7.256812572479248,18.813286781311035,True,False,0.06142719421208151,4.137911580520525,85.99096844817603,85.52369772960904,1.490236312235999,4.157750008929722,4.137911580520525,-0.3567235693510913,3.8206730493918184,-0.039485038222384805,3.8204891059787114,-0.03930109480927779,3.826204585695737,-0.045016574526303366
574,2026-05-14T19:31:08.782Z,2026-05-14 19:31:08.782000+00:00,4305.01625,71.75027083333333,70.28,4,32,train,16,5,4.830416679382324,1.2259269952774048,6.810126781463623,2.7773985862731934,10.813452363014221,True,False,0.0743153389589724,5.504831831407337,108.02759836468502,107.56032764611803,2.5927189738138536,5.475847281125574,5.504831831407337,-0.6744151520250128,4.952254068131712,-0.12183738874938754,4.945689080815434,-0.1152724014331099,4.936544584764599,-0.10612790538227479
575,2026-05-14T19:32:18.802Z,2026-05-14 19:32:18.802000+00:00,4306.18325,71.76972083333334,70.02,4,32,train,16,6,4.387678146362305,7.337582588195801,7.210770606994629,3.2103960514068604,17.75874924659729,True,False,0.08192217251999323,4.752803354223152,120.64689727232262,120.17962655375563,1.578728474889141,4.7806496624442865,4.752803354223152,-0.36512520786084757,4.329700448210285,0.05797769815201992,4.352230343325152,0.03544780303715278,4.357088954798965,0.03058919156333939
576,2026-05-14T19:33:28.844Z,2026-05-14 19:33:28.844000+00:00,4307.350616666667,71.78917694444445,70.042,4,32,train,16,7,4.667766571044922,3.1796016693115234,8.093502044677734,4.648393154144287,15.921496868133545,True,False,0.07080429564730234,5.165970437338248,141.37786918449208,140.9105984659251,1.7609049793636564,5.156657758674008,5.165970437338248,-0.49820386629332614,4.671733590610399,-0.003967019565477514,4.6732114342815585,-0.005444863236636621,4.67058680777908,-0.002820236734158321
577,2026-05-14T19:34:39.008Z,2026-05-14 19:34:39.008000+00:00,4308.520016666666,71.80866694444444,70.164,4,32,train,16,8,3.8859453201293945,3.3121330738067627,1.1336156129837036,1.0982173681259155,5.543966054916382,True,False,0.08019076312431571,4.29579956548852,159.99646762208747,159.52919690352047,5.05707337243826,4.317638232342425,4.29579956548852,-0.4098542453591252,3.9513778558799526,-0.06543253575055807,3.9569784446304417,-0.07103312450104715,3.9628539837199823,-0.07690866359058779
578,2026-05-14T22:05:44.519Z,2026-05-14 22:05:44.519000+00:00,4459.611866666667,74.32686444444445,9065.511,5,33,train,1,0,4.010000228881836,0.0,0.0,0.0,0.0,False,True,,,0.0,-0.46727071856698704,,,,,,,,,,
579,2026-05-14T22:06:56.275Z,2026-05-14 22:06:56.275000+00:00,4460.8078,74.34679666666666,71.756,5,33,train,1,1,4.001729965209961,3.6098086833953857,3.380829095840454,8.295549392700195,15.286187171936035,False,True,,,0.0,-0.46727071856698704,1.8340900054848903,,,,,,,,,
580,2026-05-14T22:08:05.659Z,2026-05-14 22:08:05.659000+00:00,4461.9642,74.36607000000001,69.384,5,33,train,1,2,4.002281188964844,8.222080231,6.795296669006348,9.768881797790527,24.786258697796875,False,True,,,17.676946845626833,17.209676127059847,1.1311204105406687,,,,,,,,,
581,2026-05-14T22:09:14.758Z,2026-05-14 22:09:14.758000+00:00,4463.11585,74.38526416666667,69.099,5,33,train,1,3,4.001178741455078,1.822758793830872,1.500499963760376,2.3474156856536865,5.670674443244934,False,True,,,46.222041674944606,45.75477095637762,4.944075593586011,,,,,,,,,
