sample_index,utc_time,utc_datetime,elapsed_min,elapsed_h,dt_s,session_id,trial_id,split,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,total_flow,water_fraction,buffer_flow_fraction,valid_for_model,valid_for_model_before_flat_trial_filter,uninformative_flat_ph_trial,flow_ratio_acetate_acid,log10_molar_base_acid_ratio,acid_analytical_mol_l,acetate_analytical_mol_l,total_buffer_mol_l,sodium_mol_l,ph_equilibrium_charge_balance,prediction_equilibrium_raw,residual_equilibrium_raw,prediction_equilibrium_bias,residual_equilibrium_bias,prediction_equilibrium_affine,residual_equilibrium_affine
556,2026-05-14T19:10:05.244Z,2026-05-14 19:10:05.244000+00:00,4283.957283333333,71.39928805555556,69.981,4,30,train,14,7,3.855069160461426,9.620897293,2.719017505645752,5.744823455810547,18.084738254456298,0.3176614101337603,0.6823385898662397,True,True,False,0.2826157917332786,-0.5488035747202652,0.05319898556247722,0.015034873424146758,0.06823385898662399,0.015034873424146758,4.213459444107561,4.213459444107561,-0.358390283646135,3.8704171872181763,-0.01534802675675051,3.9891948632885272,-0.13412570282710146
557,2026-05-14T19:11:15.330Z,2026-05-14 19:11:15.330000+00:00,4285.125383333333,71.41875638888888,70.086,4,30,train,14,8,4.835378646850586,1.798329472541809,8.738292694091797,3.538116931915283,14.07473909854889,0.2513806406741894,0.7486193593258106,True,True,False,4.859116656605116,0.6865573256346706,0.012777000411518944,0.06208493552106212,0.07486193593258106,0.06208493552106212,5.446703757860739,5.446703757860739,-0.611325111010153,5.103661500971355,-0.2682828541207689,4.96458389165303,-0.12920524480244389
558,2026-05-14T19:12:25.897Z,2026-05-14 19:12:25.897000+00:00,4286.3015,71.43835833333333,70.567,4,30,train,14,9,3.846798896789551,8.755414009094238,2.414215564727783,2.664906740188598,13.83453631401062,0.1926271094094981,0.8073728905905019,True,True,False,0.27573973797471374,-0.5595006414403947,0.06328664590100781,0.017450643158042383,0.0807372890590502,0.017450643158042383,4.202488570330748,4.202488570330748,-0.35568967354119696,3.8594463134413632,-0.01264741665181246,3.980517855988239,-0.13371895919868804
559,2026-05-14T19:13:36.465Z,2026-05-14 19:13:36.465000+00:00,4287.477633333333,71.45796055555554,70.568,4,31,train,15,0,4.377754211425781,7.864475727081299,8.829929352,7.83625316619873,24.53065824528003,0.31944732537727605,0.680552674622724,True,True,False,1.122761345882748,0.05028745244940201,0.03205978269496503,0.035995484767307365,0.06805526746227239,0.035995484767307365,4.810683497238367,4.810683497238367,-0.4329292858125857,4.467641240348983,-0.08988702892320166,4.461547163966359,-0.08379295254057784
560,2026-05-14T19:14:46.599Z,2026-05-14 19:14:46.599000+00:00,4288.6465333333335,71.47744222222222,70.134,4,31,train,15,1,4.119168281555176,7.623489856719971,3.921891450881958,1.3328505754470823,12.878231883049011,0.10349639512248948,0.8965036048775105,True,True,False,0.5144483070866659,-0.28865825758743197,0.059196712141473394,0.030453648346277663,0.08965036048775106,0.030453648346277663,4.4720698683062645,4.4720698683062645,-0.35290158675108874,4.1290276114168805,-0.00985932986170468,4.1937332240748315,-0.07456494251965573
561,2026-05-14T19:15:56.864Z,2026-05-14 19:15:56.864000+00:00,4289.817616666666,71.49696027777777,70.265,4,31,train,15,2,4.330888748168945,3.070195436477661,3.729729652404785,4.336772918701172,11.136698007583618,0.38941281479914547,0.6105871852008545,True,True,False,1.2148183168051956,0.08451133150721796,0.02756827413643603,0.033490444383649426,0.06105871852008546,0.033490444383649426,4.84492179023971,4.84492179023971,-0.5140330420707651,4.501879533350326,-0.170990785181381,4.488626676899044,-0.15773792873009906
562,2026-05-14T19:17:07.047Z,2026-05-14 19:17:07.047000+00:00,4290.9873333333335,71.51645555555555,70.183,4,31,train,15,3,3.9443883895874015,9.364230155944824,3.2790274620056152,6.7820892333984375,19.425346851348877,0.349136068730093,0.6508639312699069,True,True,False,0.35016519322989353,-0.45572702541264487,0.04820624428281229,0.016880148844178412,0.0650863931269907,0.016880148844178412,4.305988480423246,4.305988480423246,-0.36160009083584477,3.9629462235338617,-0.018557833946460267,4.062377286123135,-0.11798889653573319
563,2026-05-14T19:18:17.294Z,2026-05-14 19:18:17.294000+00:00,4292.1581166666665,71.5359686111111,70.247,4,31,train,15,4,4.325926780700684,5.665111541748047,5.592947006225586,9.345573425292969,20.6036319732666,0.45358864094538937,0.5464113590546106,True,True,False,0.9872615861151793,-0.005567760851622374,0.027495693716033078,0.027145442189427986,0.05464113590546106,0.027145442189427986,4.754991140967841,4.754991140967841,-0.4290643602671578,4.411948884078457,-0.08602210337777372,4.4174993523006245,-0.09157257159994092
564,2026-05-14T19:19:27.490Z,2026-05-14 19:19:27.490000+00:00,4293.32805,71.5554675,70.196,4,31,train,15,5,4.232748031616211,2.040876865386963,2.1050539016723637,3.905428409576416,8.051359176635742,0.48506448711288247,0.5149355128871175,True,True,False,1.0314458149699455,0.013446418079742636,0.02534822780369044,0.02614532348502132,0.05149355128871176,0.02614532348502132,4.774014185434362,4.774014185434362,-0.5412661538181514,4.430971928544978,-0.1982238969287673,4.432544926524491,-0.19979689490828
565,2026-05-14T19:20:37.608Z,2026-05-14 19:20:37.608000+00:00,4294.496683333334,71.57494472222223,70.118,4,31,train,15,6,4.2476348876953125,2.016220808029175,2.104370594024658,4.759443283081055,8.880034685134888,0.5359712491943671,0.46402875080563283,True,True,False,1.0437203036713267,0.018584131954989428,0.022705100593855942,0.023697774486707342,0.04640287508056329,0.023697774486707342,4.779206836888292,4.779206836888292,-0.5315719491929798,4.436164579998908,-0.18852969230359573,4.436651862352048,-0.1890169746567354
566,2026-05-14T19:21:47.646Z,2026-05-14 19:21:47.646000+00:00,4295.663983333334,71.59439972222224,70.038,4,31,train,15,7,4.844752311706543,2.0299229621887207,9.135513305664062,3.6148605346679688,14.780296802520752,0.24457293266610594,0.7554270673338941,True,True,False,4.500423649483669,0.6532533982137478,0.013733979698178465,0.06180872703521094,0.0755427067333894,0.06180872703521094,5.413402500501774,5.413402500501774,-0.5686501887952309,5.07036024361239,-0.22560793190584683,4.938245492443368,-0.09349318073682511
567,2026-05-14T19:22:57.724Z,2026-05-14 19:22:57.724000+00:00,4296.83195,71.61386583333334,70.078,4,31,train,15,8,4.856881141662598,1.6423463821411133,7.611232280731201,6.236016750335693,15.489595413208008,0.40259390797375055,0.5974060920262495,True,True,False,4.634364810916745,0.6659902178726034,0.010602900452394523,0.04913770875023042,0.059740609202624945,0.04913770875023042,5.4261767652983615,5.4261767652983615,-0.5692956236357638,5.083134508408977,-0.22625336674637975,4.948348825245361,-0.09146768358276347
568,2026-05-14T19:24:07.686Z,2026-05-14 19:24:07.686000+00:00,4297.997983333333,71.63329972222222,69.962,4,31,train,15,9,4.6947832107543945,1.8237673044204712,5.626325607299805,9.203662872314451,16.65375578403473,0.5526478826558526,0.4473521173441473,True,True,False,3.0850019043891415,0.48925543646178565,0.010951087118551613,0.033784124615863116,0.04473521173441473,0.033784124615863116,5.249550968210417,5.249550968210417,-0.5547677574560224,4.906508711321033,-0.2117255005666383,4.8086531763909885,-0.11386996563659402
569,2026-05-14T19:25:18.011Z,2026-05-14 19:25:18.011000+00:00,4299.170066666667,71.65283444444444,70.325,4,32,train,16,0,4.299461364746094,9.872559547424316,8.229925155639648,9.582147598266602,27.684632301330566,0.34611792903624977,0.6538820709637502,True,True,False,0.8336161576039093,-0.07903387622999582,0.03566079346825866,0.02972741362811637,0.06538820709637502,0.02972741362811637,4.681523788728817,4.681523788728817,-0.38206242398272305,4.338481531839433,-0.039020167093339,4.359393064262003,-0.05993169951590893
570,2026-05-14T19:26:28.328Z,2026-05-14 19:26:28.328000+00:00,4300.3420166666665,71.67236694444445,70.317,4,32,train,16,1,4.035363197,9.935533524,3.854738951,1.4510070085525513,15.241279483552551,0.09520244085271112,0.9047975591472889,True,True,False,0.38797503341804435,-0.41119622079146784,0.06518831660243364,0.025291439312295248,0.09047975591472888,0.025291439312295248,4.349868136882772,4.349868136882772,-0.31450493988277195,4.006825879993388,0.028537317006612106,4.097082279287685,-0.06171908228768519
571,2026-05-14T19:27:38.411Z,2026-05-14 19:27:38.411000+00:00,4301.510066666667,71.69183444444444,70.083,4,32,train,16,2,4.460456848144531,3.2637248039245605,5.120664119720459,5.524085521697998,13.908474445343018,0.39717407853796866,0.6028259214620313,True,True,False,1.5689632022782583,0.19561275796876998,0.023465728155522877,0.03681686399068026,0.060282592146203136,0.03681686399068026,4.955948146965903,4.955948146965903,-0.49549129882137155,4.612905890076519,-0.1524490419319875,4.576438871938027,-0.11598202379349587
572,2026-05-14T19:28:48.431Z,2026-05-14 19:28:48.431000+00:00,4302.677066666667,71.71128444444444,70.02,4,32,train,16,3,4.509528160095215,4.943986892700195,7.945857048034668,3.8179502487182617,16.707794189453125,0.22851312419974393,0.7714868758002561,True,True,False,1.6071759938859747,0.2060634368059491,0.02959090132808262,0.04755778625194299,0.0771486875800256,0.04755778625194299,4.966320716211838,4.966320716211838,-0.45679255611662306,4.623278459322454,-0.113750299227239,4.584642672373682,-0.07511451227846688
573,2026-05-14T19:29:58.502Z,2026-05-14 19:29:58.502000+00:00,4303.844916666667,71.73074861111111,70.071,4,32,train,16,4,3.7811880111694336,9.342967987060549,2.21350622177124,7.256812572479248,18.813286781311035,0.38572805787918496,0.6142719421208152,True,True,False,0.23691681538851608,-0.6254041137336515,0.04966154024899985,0.011765653963081659,0.06142719421208151,0.011765653963081659,4.137911580520525,4.137911580520525,-0.3567235693510913,3.7948693236311404,-0.013681312461706785,3.929443071662654,-0.14825506049322046
574,2026-05-14T19:31:08.782Z,2026-05-14 19:31:08.782000+00:00,4305.01625,71.75027083333333,70.28,4,32,train,16,5,4.830416679382324,1.2259269952774048,6.810126781463623,2.7773985862731934,10.813452363014221,0.2568466104102761,0.7431533895897239,True,True,False,5.555083465571795,0.7446905886351112,0.011337054569829178,0.06297828438914321,0.0743153389589724,0.06297828438914321,5.504831831407337,5.504831831407337,-0.6744151520250128,5.161789574517953,-0.33137289513562873,5.01055814391191,-0.18014146452958535
575,2026-05-14T19:32:18.802Z,2026-05-14 19:32:18.802000+00:00,4306.18325,71.76972083333334,70.02,4,32,train,16,6,4.387678146362305,7.337582588195801,7.210770606994629,3.2103960514068604,17.75874924659729,0.18077827480006772,0.8192217251999323,True,True,False,0.9827174713637734,-0.007571322721326659,0.04131812711754876,0.04060404540244447,0.08192217251999323,0.04060404540244447,4.752803354223152,4.752803354223152,-0.36512520786084757,4.409761097333768,-0.02208295097146351,4.415769003201607,-0.028090856839302347
576,2026-05-14T19:33:28.844Z,2026-05-14 19:33:28.844000+00:00,4307.350616666667,71.78917694444445,70.042,4,32,train,16,7,4.667766571044922,3.1796016693115234,8.093502044677734,4.648393154144287,15.921496868133545,0.2919570435269766,0.7080429564730234,True,True,False,2.545445274731603,0.4057637644503285,0.019970494581294126,0.05083380106600822,0.07080429564730234,0.05083380106600822,5.165970437338248,5.165970437338248,-0.49820386629332614,4.822928180448864,-0.15516160940394208,4.742548243338842,-0.07478167229391985
577,2026-05-14T19:34:39.008Z,2026-05-14 19:34:39.008000+00:00,4308.520016666666,71.80866694444444,70.164,4,32,train,16,8,3.8859453201293945,3.3121330738067627,1.1336156129837036,1.0982173681259155,5.543966054916382,0.1980923687568429,0.8019076312431571,True,True,False,0.34226149364246267,-0.4656419587040249,0.059743025859070105,0.020447737265245607,0.08019076312431571,0.020447737265245607,4.29579956548852,4.29579956548852,-0.4098542453591252,3.952757308599135,-0.06681198846974068,4.054318740279913,-0.1683734201505187
578,2026-05-14T22:05:44.519Z,2026-05-14 22:05:44.519000+00:00,4459.611866666667,74.32686444444445,9065.511,5,33,train,1,0,4.010000228881836,0.0,0.0,0.0,0.0,,,False,False,True,,,,,,,,,,,,,
579,2026-05-14T22:06:56.275Z,2026-05-14 22:06:56.275000+00:00,4460.8078,74.34679666666666,71.756,5,33,train,1,1,4.001729965209961,3.6098086833953857,3.380829095840454,8.295549392700195,15.286187171936035,0.5426827042867841,0.45731729571321594,False,True,True,0.936567389676853,,,,,,,,,,,,
580,2026-05-14T22:08:05.659Z,2026-05-14 22:08:05.659000+00:00,4461.9642,74.36607000000001,69.384,5,33,train,1,2,4.002281188964844,8.222080231,6.795296669006348,9.768881797790527,24.786258697796875,0.3941249027090496,0.6058750972909505,False,True,True,0.8264692727499545,,,,,,,,,,,,
581,2026-05-14T22:09:14.758Z,2026-05-14 22:09:14.758000+00:00,4463.11585,74.38526416666667,69.099,5,33,train,1,3,4.001178741455078,1.822758793830872,1.500499963760376,2.3474156856536865,5.670674443244934,0.4139570538121781,0.5860429461878219,False,True,True,0.8232027017720714,,,,,,,,,,,,
582,2026-05-14T22:10:23.994Z,2026-05-14 22:10:23.994000+00:00,4464.269783333333,74.40449638888889,69.236,5,33,train,1,4,4.002281188964844,2.751373052597046,6.811801433563232,7.061158180236816,16.624332666397095,0.424748368667429,0.575251631332571,False,True,True,2.475782565048208,,,,,,,,,,,,
583,2026-05-14T22:11:33.262Z,2026-05-14 22:11:33.262000+00:00,4465.42425,74.4237375,69.268,5,33,train,1,5,3.9989728927612314,9.150855064,8.600259780883789,6.527002334594727,24.278117179478514,0.268843019676657,0.731156980323343,False,True,True,0.9398312748627956,,,,,,,,,,,,
584,2026-05-14T22:12:42.637Z,2026-05-14 22:12:42.637000+00:00,4466.5805,74.44300833333334,69.375,5,33,train,1,6,4.000075340270996,4.353733539581299,7.394618988037109,1.3861809968948364,13.134533524513245,0.10553713189035445,0.8944628681096456,False,True,True,1.6984546529570697,,,,,,,,,,,,
585,2026-05-14T22:13:52.044Z,2026-05-14 22:13:52.044000+00:00,4467.737283333334,74.46228805555556,69.407,5,33,train,1,7,4.003934860229492,6.809643745422363,4.356303215026856,7.979281425476074,19.145228385925293,0.4167765076828272,0.5832234923171729,False,True,True,0.6397255683096913,,,,,,,,,,,,
586,2026-05-14T22:15:01.189Z,2026-05-14 22:15:01.189000+00:00,4468.8897,74.481495,69.145,5,33,train,1,8,4.008896827697754,6.247568130493164,9.391419410705566,4.125819206237793,19.764806747436523,0.2087457397868516,0.7912542602131484,False,True,True,1.5032120041825356,,,,,,,,,,,,
587,2026-05-14T22:16:10.351Z,2026-05-14 22:16:10.351000+00:00,4470.0424,74.50070666666667,69.162,5,33,train,1,9,4.006691932678223,2.2568907737731934,5.538862705230713,1.0559895038604736,8.85174298286438,0.11929735261232818,0.8807026473876718,False,True,True,2.454200606248454,,,,,,,,,,,,
588,2026-05-14T22:17:19.747Z,2026-05-14 22:17:19.747000+00:00,4471.199,74.51998333333333,69.396,5,34,train,2,0,4.008896827697754,3.914367676,1.565069317817688,1.5133485794067385,6.992785573224426,0.21641569923170434,0.7835843007682957,True,True,False,0.39982685515556765,-0.39812803899684324,0.055977230175457186,0.02238119990137239,0.07835843007682958,0.02238119990137239,4.363048678498812,4.363048678498812,-0.35415185080105793,4.020006421609428,-0.011109593911673876,4.107506941730329,-0.09861011403257525
589,2026-05-14T22:22:00.127Z,2026-05-14 22:22:00.127000+00:00,4475.872,74.59786666666668,280.38,5,35,train,1,0,3.975815773010254,6.762317180633545,2.423252820968628,8.400869369506836,17.58643937110901,0.477690178906128,0.522309821093872,True,True,False,0.3583465188395081,-0.4456968101316131,0.03845188351055687,0.013779098598830336,0.0522309821093872,0.013779098598830336,4.316367229431477,4.316367229431477,-0.3405514564212231,3.9733249725420925,0.0024908004681614138,4.070585974213468,-0.09477020120321367
590,2026-05-14T22:23:11.782Z,2026-05-14 22:23:11.782000+00:00,4477.06625,74.61777083333332,71.655,5,35,train,1,1,4.661702156066895,4.191912651062012,9.074371337890623,8.639604568481445,21.905888557434082,0.3943964448568086,0.6056035551431913,True,True,False,2.1647329258141035,0.3354043228602996,0.01913600829325604,0.04142434722106309,0.06056035551431913,0.04142434722106309,5.095670512098579,5.095670512098579,-0.4339683560316834,4.752628255209195,-0.09092609914229932,4.686947114666343,-0.025244958599447642
591,2026-05-14T22:24:21.051Z,2026-05-14 22:24:21.051000+00:00,4478.220733333334,74.63701222222222,69.269,5,35,train,1,2,4.785757064819336,3.014894962310791,8.386798858642578,3.4521169662475586,14.853810787200928,0.2324061492167479,0.767593850783252,True,True,False,2.781788076694535,0.4443240413181895,0.02029711436009831,0.0564622707182269,0.07675938507832522,0.0564622707182269,5.2045056549398865,5.2045056549398865,-0.41874859012055055,4.861463398050502,-0.07570633323116649,4.773026250036385,0.012730814782950794
592,2026-05-14T22:25:30.133Z,2026-05-14 22:25:30.133000+00:00,4479.3721,74.65620166666666,69.082,5,35,train,1,3,4.684307098388672,3.5533788204193115,7.756874084472656,5.300461292266846,16.610714197158813,0.3190989399584917,0.6809010600415083,True,True,False,2.1829572574413323,0.3390452322555881,0.02139208933609309,0.04669801666805774,0.06809010600415083,0.04669801666805774,5.099280752624863,5.099280752624863,-0.41497365423619126,4.756238495735479,-0.0719313973468072,4.689802501032065,-0.005495402643393099
593,2026-05-14T22:26:39.271Z,2026-05-14 22:26:39.271000+00:00,4480.524399999999,74.67540666666666,69.138,5,35,train,1,4,4.053006172180176,2.662097454071045,1.2840877771377563,2.4501631259918213,6.396348357200623,0.3830565486999431,0.6169434513000569,True,True,False,0.48235941744884264,-0.3166292380143083,0.04161901924985397,0.020075325880151727,0.0616943451300057,0.020075325880151727,4.444522487014416,4.444522487014416,-0.39151631483424065,4.101480230125032,-0.0484740579448566,4.171945640566362,-0.11893946838618596
594,2026-05-14T22:27:48.341Z,2026-05-14 22:27:48.341000+00:00,4481.675566666667,74.69459277777779,69.07,5,35,train,1,5,4.617041588,3.8645224571228023,7.351354598999023,6.116567611694336,17.332444667816162,0.352896993408663,0.647103006591337,True,True,False,1.9022672737868427,0.2792715364583538,0.0222964649891464,0.042413835669987306,0.0647103006591337,0.042413835669987306,5.039542843726258,5.039542843726258,-0.4225012557262575,4.696500586836874,-0.07945899883687346,4.642555008976083,-0.025513420976082557
595,2026-05-14T22:28:57.232Z,2026-05-14 22:28:57.232000+00:00,4482.82375,74.71372916666665,68.891,5,35,train,1,6,4.314348220825195,6.411692142486572,5.222047805786133,2.944361686706543,14.578101634979248,0.20197154337583503,0.798028456624165,True,True,False,0.81445704031587,-0.08913181822570172,0.04398166718156304,0.03582117848085346,0.0798028456624165,0.03582117848085346,4.671337019668668,4.671337019668668,-0.35698879884347257,4.328294762779284,-0.01394654195408851,4.351336215619001,-0.036987994793805434
596,2026-05-14T22:30:06.420Z,2026-05-14 22:30:06.420000+00:00,4483.976883333334,74.73294805555557,69.188,5,35,train,1,7,4.210693359,9.600225448608398,5.840292453765869,4.545532227,19.986050129374267,0.22743524596284567,0.7725647540371544,True,True,False,0.6083495106474244,-0.2158468369548514,0.04803463108750327,0.02922184431621217,0.07725647540371544,0.02922184431621217,4.54483477014053,4.54483477014053,-0.3341414111405294,4.201792513251146,0.008900845748854636,4.25128393491749,-0.0405905759174896
597,2026-05-14T22:31:15.624Z,2026-05-14 22:31:15.624000+00:00,4485.130283333333,74.75217138888888,69.204,5,35,train,1,8,4.418003082275391,2.3097264766693115,3.261233329772949,5.898064136505127,11.469023942947388,0.5142603386168713,0.4857396613831288,True,True,False,1.4119565077141674,0.14982131941362584,0.020138823392112846,0.028435142746200036,0.048573966138312885,0.028435142746200036,4.91027424884243,4.91027424884243,-0.49227116656703895,4.5672319919530455,-0.1492289096776549,4.540314789616745,-0.12231170734135421
598,2026-05-14T22:32:24.746Z,2026-05-14 22:32:24.746000+00:00,4486.282316666667,74.77137194444444,69.122,5,35,train,1,9,4.380510330200195,8.033791542053223,7.745114326477051,9.095382690429688,24.87428855895996,0.36565398318310666,0.6343460168168934,True,True,False,0.9640671264539192,-0.015892725813375527,0.03229757314670764,0.031137028534981702,0.06343460168168935,0.031137028534981702,4.744600499221786,4.744600499221786,-0.3640901690215905,4.401558242332402,-0.02104791213220647,4.40928125808868,-0.0287709278884849
599,2026-05-14T22:33:34.101Z,2026-05-14 22:33:34.101000+00:00,4487.438233333333,74.79063722222222,69.355,5,36,train,2,0,4.802849769592285,1.2108447551727295,5.052787780761719,2.175985097885132,8.43961763381958,0.2578298202948716,0.7421701797051284,True,True,False,4.172944350773463,0.6204425931197711,0.014347151822620294,0.05986986614789255,0.07421701797051285,0.05986986614789255,5.380598732457854,5.380598732457854,-0.5777489628655692,5.03755647556847,-0.23470670597618515,4.912300564027945,-0.10945079443566019
600,2026-05-14T22:34:43.324Z,2026-05-14 22:34:43.324000+00:00,4488.59195,74.80986583333333,69.223,5,36,train,2,1,4.598296165466309,6.1298346519470215,9.506011962890623,4.059738159179688,19.695584774017334,0.2061242763675312,0.7938757236324687,True,True,False,1.5507778761815745,0.19054959661631932,0.031122887298241468,0.04826468506500541,0.07938757236324688,0.04826468506500541,4.950806644202209,4.950806644202209,-0.35251047873590036,4.607764387312825,-0.0094682218465163,4.57237239027735,0.025923775188958942
601,2026-05-14T22:35:52.679Z,2026-05-14 22:35:52.679000+00:00,4489.747866666667,74.82913111111111,69.355,5,36,train,2,2,4.461560249328613,7.164329528808594,8.034793853759766,9.215996742248535,24.415120124816895,0.3774708744062611,0.622529125593739,True,True,False,1.121499760926816,0.049799185339249014,0.02934382256643648,0.032909089992937415,0.062252912559373895,0.032909089992937415,4.81023256684762,4.81023256684762,-0.3486723175190063,4.4671903099582355,-0.0056300606296222355,4.461190517233197,0.000369732095416353
602,2026-05-14T22:37:01.879Z,2026-05-14 22:37:01.879000+00:00,4490.901199999999,74.84835333333332,69.2,5,36,train,2,3,4.364521026611328,8.233088493347168,7.435933113098144,6.092218876,21.761240482445313,0.27995733427579933,0.7200426657242006,True,True,False,0.9031766291722512,-0.044227308851962924,0.037833727815235356,0.03417053875718471,0.07200426657242007,0.03417053875718471,4.71623758133379,4.71623758133379,-0.35171655472246144,4.3731953244444055,-0.008674297833077382,4.386848656039081,-0.022327629427753237
603,2026-05-14T22:38:10.917Z,2026-05-14 22:38:10.917000+00:00,4492.051833333333,74.86753055555555,69.038,5,36,train,2,4,4.431786537,7.798150062561035,8.175084114074707,4.805579662322998,20.77881383895874,0.23127305050074087,0.7687269494992591,True,True,False,1.0483363424004026,0.0205006416301611,0.03752933215051997,0.039343362799405944,0.07687269494992591,0.039343362799405944,4.780875120635971,4.780875120635971,-0.3490885836359716,4.437832863746587,-0.00604632674658756,4.437971329748361,-0.006184792748361367
604,2026-05-14T22:39:19.733Z,2026-05-14 22:39:19.733000+00:00,4493.198766666666,74.8866461111111,68.816,5,36,train,2,5,4.2796125411987305,9.671000480651855,7.13517952,9.075313568115234,25.88149356876709,0.35064875773116183,0.6493512422688382,True,True,False,0.7377912486174406,-0.13206650050484497,0.037366469809619066,0.027568654417264752,0.06493512422688381,0.027568654417264752,4.628577272454738,4.628577272454738,-0.34896473125600735,4.285535015565354,-0.005922474366623298,4.317516973297763,-0.03790443209903227
605,2026-05-14T22:40:28.956Z,2026-05-14 22:40:28.956000+00:00,4494.352483333333,74.90587472222222,69.223,5,36,train,2,6,4.053006172180176,3.197667360305786,1.6722862720489502,4.880918502807617,9.750872135162354,0.5005622507556704,0.4994377492443296,True,True,False,0.5229706794421022,-0.2815226593420111,0.032793654926257985,0.01715011999817498,0.049943774924432964,0.01715011999817498,4.4797545157756185,4.4797545157756185,-0.42674834359544267,4.136712258886234,-0.08370608670605861,4.199811112085233,-0.14680493990505727
606,2026-05-14T22:41:38.259Z,2026-05-14 22:41:38.259000+00:00,4495.507533333333,74.92512555555555,69.303,5,36,train,2,7,4.795129776000977,2.956259250640869,9.710168838500977,9.043495178222656,21.709923267364502,0.4165604395210974,0.5834395604789026,True,True,False,3.2846134304344146,0.5164842643347343,0.013617087514467973,0.04472686853342228,0.05834395604789026,0.04472686853342228,5.276704221315044,5.276704221315044,-0.48157444531406757,4.93366196442566,-0.1385321884246835,4.830129038770646,-0.03499926276966914
607,2026-05-14T22:42:47.538Z,2026-05-14 22:42:47.538000+00:00,4496.662183333334,74.94436972222223,69.279,5,36,train,2,8,4.388230323791504,9.39760685,8.926584243774414,5.5672993659973145,23.89149045977173,0.2330243638575618,0.7669756361424382,True,True,False,0.949878451637335,-0.02233196435374308,0.039334535724439644,0.037363027889804175,0.07669756361424382,0.037363027889804175,4.738082278004616,4.738082278004616,-0.3498519542131122,4.395040021115232,-0.006809697323728159,4.4041259118294045,-0.015895588037900588
608,2026-05-14T22:43:56.616Z,2026-05-14 22:43:56.616000+00:00,4497.813483333333,74.96355805555555,69.078,5,36,train,2,9,4.490781784057617,4.929704189300537,6.799516677856445,4.435009956359863,16.164230823516846,0.27437185256643964,0.7256281474335603,True,True,False,1.3792950685791983,0.1396571834693456,0.030497610700587506,0.042065204042768534,0.07256281474335605,0.042065204042768534,4.899966448487714,4.899966448487714,-0.4091846644300965,4.55692419159833,-0.06614240754071243,4.532162215742746,-0.04138043168512873
609,2026-05-14T22:45:05.820Z,2026-05-14 22:45:05.820000+00:00,4498.966883333333,74.98278138888888,69.204,5,37,train,3,0,3.832463264465332,8.936424255371094,2.2494571208953857,4.462143898010254,15.648025274276733,0.2851569971161424,0.7148430028838576,True,True,False,0.2517178075496344,-0.5990860595927638,0.05710895847069843,0.01437534181768733,0.07148430028838576,0.01437534181768733,4.163504498871507,4.163504498871507,-0.3310412344061753,3.820462241982123,0.012001022483209223,3.949684844914708,-0.11722158044937592
610,2026-05-14T22:46:14.884Z,2026-05-14 22:46:14.884000+00:00,4500.11795,75.00196583333333,69.064,5,37,train,3,1,4.553636551,5.066357135772705,8.428759574890137,2.712796688079834,16.207913398742676,0.16737482619386887,0.8326251738061311,True,True,False,1.6636726051892528,0.22106786537466272,0.03125854026444716,0.05200397711616595,0.0832625173806131,0.05200397711616595,4.981300075967515,4.981300075967515,-0.4276635249675147,4.638257819078131,-0.08462126807813064,4.596490043567429,-0.04285349256742865
611,2026-05-14T22:47:24.027Z,2026-05-14 22:47:24.027000+00:00,4501.270333333333,75.02117222222222,69.143,5,37,train,3,2,4.445019721984863,6.414625644683838,7.152374744415283,3.014840841293335,16.581841230392456,0.1818158067855279,0.8181841932144721,True,True,False,1.115010468357239,0.04727894480879084,0.03868464035783086,0.04313377896361635,0.0818184193214472,0.04313377896361635,4.8076105777293225,4.8076105777293225,-0.36259085574445926,4.4645683208399385,-0.019548598855075205,4.459116751808165,-0.014097029823301632
612,2026-05-14T22:48:33.056Z,2026-05-14 22:48:33.056000+00:00,4502.420816666667,75.04034694444445,69.029,5,37,train,3,3,3.7944202423095694,5.377164840698242,1.2497742176055908,2.720761775970459,9.347700834274292,0.2910621364768661,0.7089378635231339,True,True,False,0.23242252276634756,-0.6337217891939668,0.05752392953123106,0.013369856821082327,0.07089378635231339,0.013369856821082327,4.129244741577392,4.129244741577392,-0.3348244992678229,3.786202484688008,0.008217757621561628,3.922588355592643,-0.12816811328307365
613,2026-05-14T22:49:42.004Z,2026-05-14 22:49:42.004000+00:00,4503.56995,75.05949916666667,68.948,5,37,train,3,4,4.142876625061035,3.685457706451416,2.6379354000091557,4.946763038635254,11.270156145095825,0.4389258653517257,0.5610741346482743,True,True,False,0.715768734882355,-0.14522727572055702,0.03270103500788791,0.02340637845693953,0.056107413464827435,0.02340637845693953,4.6155441489191915,4.6155441489191915,-0.47266752385815636,4.2725018920298075,-0.1296252669687723,4.307208905739597,-0.1643322806785621
614,2026-05-14T22:50:51.227Z,2026-05-14 22:50:51.227000+00:00,4504.723666666667,75.07872777777779,69.223,5,37,train,3,5,4.245429039001465,9.839513778686523,7.097188472747803,5.492161750793457,22.428864002227783,0.24487025960155356,0.7551297403984464,True,True,False,0.7212946322735071,-0.14188729972823455,0.043869871330572956,0.03164310270927169,0.07551297403984464,0.03164310270927169,4.618681063459982,4.618681063459982,-0.3732520244585169,4.275638806570598,-0.03020976756913285,4.309689932403886,-0.06426089340242136
